Spreadsheet: test items,BA ,Accuracy,mode,Participant,Category
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,12,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,12,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,12,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,12,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,12,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,12,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,12,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,12,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,12,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,12,SCO
他把我罵三次了。,是,1,ChatGPT,12,VDO
他把我問了很難的問題。,是,0,ChatGPT,12,VIO
土匪把他殺了父親。,是,0,ChatGPT,12,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,12,SCS
他把腿走得很酸。,是,1,ChatGPT,12,SCS
他把手摀在耳朵上。,是,1,ChatGPT,12,VDO
他把臉塗滿了灰。,是,1,ChatGPT,12,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,12,SCS
他把悲傷化成力量。,是,1,ChatGPT,12,SCS
他把橘子剝了皮。,是,1,ChatGPT,12,SCS
他把水燒了半天。,是,1,ChatGPT,12,VDO
我會把書放在桌上。,是,1,ChatGPT,12,VDO
我們得先把這問題想一想。,是,1,ChatGPT,12,VDO
他會把你踢好幾腳。,是,1,ChatGPT,12,VDO
他把菜炒爛了。,是,1,ChatGPT,12,VDO
他把便宜佔盡了。,是,1,ChatGPT,12,VDO
他把酒不停地喝。,是,1,ChatGPT,12,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,12,VDO
他把蘋果吃了。,是,1,ChatGPT,12,VDO
他把你恨透了。,是,1,ChatGPT,12,VDO
他把我哭得心煩。,是,0,ChatGPT,12,SCS
他把這電影看了三遍。,是,1,ChatGPT,12,VDO
我把字典借給老王。,是,1,ChatGPT,12,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,12,SCS
他已經把行李拿出來了。,是,1,ChatGPT,12,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,12,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,12,SCS
委員把修法過程像錄影帶般倒帶。,是,1,ChatGPT,13,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,13,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,13,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,13,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,13,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,13,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,13,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,13,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,13,VDO
學校把書賣給學生。,是,1,ChatGPT,13,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,13,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,13,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,13,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,13,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,13,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,13,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,13,VDO
用意就是要讓業者好好思考要把票投給誰。,是,1,ChatGPT,13,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,13,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,13,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,13,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,13,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,13,SCO
他把我罵三次了。,是,1,ChatGPT,13,VDO
他把我問了很難的問題。,是,0,ChatGPT,13,VIO
土匪把他殺了父親。,是,1,ChatGPT,13,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,13,SCS
他把腿走得很酸。,是,1,ChatGPT,13,SCS
他把手摀在耳朵上。,是,1,ChatGPT,13,VDO
他把臉塗滿了灰。,是,1,ChatGPT,13,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,13,SCS
他把悲傷化成力量。,是,1,ChatGPT,13,SCS
他把橘子剝了皮。,是,1,ChatGPT,13,SCS
他把水燒了半天。,是,1,ChatGPT,13,VDO
我會把書放在桌上。,是,1,ChatGPT,13,VDO
我們得先把這問題想一想。,是,1,ChatGPT,13,VDO
他會把你踢好幾腳。,是,1,ChatGPT,13,VDO
他把菜炒爛了。,是,1,ChatGPT,13,VDO
他把便宜佔盡了。,是,1,ChatGPT,13,VDO
他把酒不停地喝。,是,1,ChatGPT,13,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,13,VDO
他把蘋果吃了。,是,1,ChatGPT,13,VDO
他把你恨透了。,是,1,ChatGPT,13,VDO
他把我哭得心煩。,是,0,ChatGPT,13,SCS
他把這電影看了三遍。,是,1,ChatGPT,13,VDO
我把字典借給老王。,是,1,ChatGPT,13,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,13,SCS
他已經把行李拿出來了。,是,1,ChatGPT,13,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,13,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,13,SCS
委員把修法過程像錄影帶般倒帶。,是,1,ChatGPT,14,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,14,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,14,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,14,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,14,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,14,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,14,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,14,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,14,VDO
學校把書賣給學生。,是,1,ChatGPT,14,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,14,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,14,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,14,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,14,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,14,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,14,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,14,VDO
用意就是要讓業者好好思考要把票投給誰。,是,1,ChatGPT,14,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,14,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,14,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,14,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,14,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,14,SCO
他把我罵三次了。,是,1,ChatGPT,14,VDO
他把我問了很難的問題。,是,0,ChatGPT,14,VIO
土匪把他殺了父親。,是,1,ChatGPT,14,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,14,SCS
他把腿走得很酸。,是,1,ChatGPT,14,SCS
他把手摀在耳朵上。,是,1,ChatGPT,14,VDO
他把臉塗滿了灰。,是,1,ChatGPT,14,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,14,SCS
他把悲傷化成力量。,是,1,ChatGPT,14,SCS
他把橘子剝了皮。,是,1,ChatGPT,14,SCS
他把水燒了半天。,是,1,ChatGPT,14,VDO
我會把書放在桌上。,是,1,ChatGPT,14,VDO
我們得先把這問題想一想。,是,1,ChatGPT,14,VDO
他會把你踢好幾腳。,是,1,ChatGPT,14,VDO
他把菜炒爛了。,是,1,ChatGPT,14,VDO
他把便宜佔盡了。,是,1,ChatGPT,14,VDO
他把酒不停地喝。,是,1,ChatGPT,14,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,14,VDO
他把蘋果吃了。,是,1,ChatGPT,14,VDO
他把你恨透了。,是,1,ChatGPT,14,VDO
他把我哭得心煩。,是,0,ChatGPT,14,SCS
他把這電影看了三遍。,是,1,ChatGPT,14,VDO
我把字典借給老王。,是,1,ChatGPT,14,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,14,SCS
他已經把行李拿出來了。,是,1,ChatGPT,14,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,14,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,14,SCS
委員把修法過程像錄影帶般倒帶。,是,1,ChatGPT,15,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,15,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,15,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,15,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,15,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,15,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,15,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,15,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,15,VDO
學校把書賣給學生。,是,1,ChatGPT,15,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,15,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,15,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,15,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,15,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,15,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,15,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,15,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,15,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,15,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,15,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,15,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,15,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,15,SCO
他把我罵三次了。,是,1,ChatGPT,15,VDO
他把我問了很難的問題。,是,0,ChatGPT,15,VIO
土匪把他殺了父親。,是,0,ChatGPT,15,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,15,SCS
他把腿走得很酸。,是,0,ChatGPT,15,SCS
他把手摀在耳朵上。,是,1,ChatGPT,15,VDO
他把臉塗滿了灰。,是,1,ChatGPT,15,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,15,SCS
他把悲傷化成力量。,是,1,ChatGPT,15,SCS
他把橘子剝了皮。,是,1,ChatGPT,15,SCS
他把水燒了半天。,是,1,ChatGPT,15,VDO
我會把書放在桌上。,是,1,ChatGPT,15,VDO
我們得先把這問題想一想。,是,1,ChatGPT,15,VDO
他會把你踢好幾腳。,是,1,ChatGPT,15,VDO
他把菜炒爛了。,是,1,ChatGPT,15,VDO
他把便宜佔盡了。,是,1,ChatGPT,15,VDO
他把酒不停地喝。,是,1,ChatGPT,15,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,15,VDO
他把蘋果吃了。,是,1,ChatGPT,15,VDO
他把你恨透了。,是,1,ChatGPT,15,VDO
他把我哭得心煩。,是,1,ChatGPT,15,SCS
他把這電影看了三遍。,是,1,ChatGPT,15,VDO
我把字典借給老王。,是,1,ChatGPT,15,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,15,SCS
他已經把行李拿出來了。,是,1,ChatGPT,15,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,15,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,15,SCS
委員把修法過程像錄影帶般倒帶。,是,1,ChatGPT,16,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,16,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,16,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,16,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,16,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,16,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,16,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,16,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,16,VDO
學校把書賣給學生。,是,1,ChatGPT,16,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,16,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,16,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,16,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,16,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,16,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,16,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,16,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,16,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,16,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,16,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,16,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,16,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,16,SCO
他把我罵三次了。,是,1,ChatGPT,16,VDO
他把我問了很難的問題。,是,0,ChatGPT,16,VIO
土匪把他殺了父親。,是,0,ChatGPT,16,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,16,SCS
他把腿走得很酸。,是,0,ChatGPT,16,SCS
他把手摀在耳朵上。,是,1,ChatGPT,16,VDO
他把臉塗滿了灰。,是,1,ChatGPT,16,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,16,SCS
他把悲傷化成力量。,是,1,ChatGPT,16,SCS
他把橘子剝了皮。,是,1,ChatGPT,16,SCS
他把水燒了半天。,是,1,ChatGPT,16,VDO
我會把書放在桌上。,是,1,ChatGPT,16,VDO
我們得先把這問題想一想。,是,1,ChatGPT,16,VDO
他會把你踢好幾腳。,是,1,ChatGPT,16,VDO
他把菜炒爛了。,是,1,ChatGPT,16,VDO
他把便宜佔盡了。,是,1,ChatGPT,16,VDO
他把酒不停地喝。,是,1,ChatGPT,16,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,16,VDO
他把蘋果吃了。,是,1,ChatGPT,16,VDO
他把你恨透了。,是,1,ChatGPT,16,VDO
他把我哭得心煩。,是,0,ChatGPT,16,SCS
他把這電影看了三遍。,是,1,ChatGPT,16,VDO
我把字典借給老王。,是,1,ChatGPT,16,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,16,SCS
他已經把行李拿出來了。,是,1,ChatGPT,16,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,16,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,16,SCS
委員把修法過程像錄影帶般倒帶。,是,1,ChatGPT,17,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,17,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,17,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,17,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,17,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,17,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,17,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,17,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,17,VDO
學校把書賣給學生。,是,1,ChatGPT,17,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,17,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,17,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,17,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,17,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,17,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,17,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,17,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,17,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,17,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,17,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,17,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,17,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,17,SCO
他把我罵三次了。,是,1,ChatGPT,17,VDO
他把我問了很難的問題。,是,0,ChatGPT,17,VIO
土匪把他殺了父親。,是,1,ChatGPT,17,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,17,SCS
他把腿走得很酸。,是,0,ChatGPT,17,SCS
他把手摀在耳朵上。,是,1,ChatGPT,17,VDO
他把臉塗滿了灰。,是,1,ChatGPT,17,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,17,SCS
他把悲傷化成力量。,是,1,ChatGPT,17,SCS
他把橘子剝了皮。,是,1,ChatGPT,17,SCS
他把水燒了半天。,是,1,ChatGPT,17,VDO
我會把書放在桌上。,是,1,ChatGPT,17,VDO
我們得先把這問題想一想。,是,1,ChatGPT,17,VDO
他會把你踢好幾腳。,是,1,ChatGPT,17,VDO
他把菜炒爛了。,是,1,ChatGPT,17,VDO
他把便宜佔盡了。,是,1,ChatGPT,17,VDO
他把酒不停地喝。,是,1,ChatGPT,17,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,17,VDO
他把蘋果吃了。,是,1,ChatGPT,17,VDO
他把你恨透了。,是,1,ChatGPT,17,VDO
他把我哭得心煩。,是,0,ChatGPT,17,SCS
他把這電影看了三遍。,是,1,ChatGPT,17,VDO
我把字典借給老王。,是,1,ChatGPT,17,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,17,SCS
他已經把行李拿出來了。,是,1,ChatGPT,17,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,17,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,17,SCS
委員把修法過程像錄影帶般倒帶。,是,0,ChatGPT,18,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,0,ChatGPT,18,VDO
他希望把這個獎與所有中國人分享。,是,0,ChatGPT,18,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,18,VDO
他希望把這個獎獻給他的太太和兒子。,是,0,ChatGPT,18,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,0,ChatGPT,18,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,18,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,18,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,0,ChatGPT,18,VDO
學校把書賣給學生。,是,1,ChatGPT,18,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,18,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,0,ChatGPT,18,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,18,VDO
國際石油組織將把日產量減產五十萬桶。,是,0,ChatGPT,18,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,0,ChatGPT,18,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,18,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,18,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,18,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,18,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,18,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,18,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,18,SCS
那個女孩把手帕哭得沒有人敢摸。,是,0,ChatGPT,18,SCO
他把我罵三次了。,是,1,ChatGPT,18,VDO
他把我問了很難的問題。,是,0,ChatGPT,18,VIO
土匪把他殺了父親。,是,1,ChatGPT,18,SCS
他把我冷得直哆嗦。,是,0,ChatGPT,18,SCS
他把腿走得很酸。,是,0,ChatGPT,18,SCS
他把手摀在耳朵上。,是,0,ChatGPT,18,VDO
他把臉塗滿了灰。,是,1,ChatGPT,18,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,18,SCS
他把悲傷化成力量。,是,0,ChatGPT,18,SCS
他把橘子剝了皮。,是,1,ChatGPT,18,SCS
他把水燒了半天。,是,1,ChatGPT,18,VDO
我會把書放在桌上。,是,1,ChatGPT,18,VDO
我們得先把這問題想一想。,是,0,ChatGPT,18,VDO
他會把你踢好幾腳。,是,1,ChatGPT,18,VDO
他把菜炒爛了。,是,1,ChatGPT,18,VDO
他把便宜佔盡了。,是,1,ChatGPT,18,VDO
他把酒不停地喝。,是,1,ChatGPT,18,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,18,VDO
他把蘋果吃了。,是,0,ChatGPT,18,VDO
他把你恨透了。,是,1,ChatGPT,18,VDO
他把我哭得心煩。,是,0,ChatGPT,18,SCS
他把這電影看了三遍。,是,1,ChatGPT,18,VDO
我把字典借給老王。,是,0,ChatGPT,18,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,18,SCS
他已經把行李拿出來了。,是,1,ChatGPT,18,VDO
他把一個大好機會錯過了。,是,0,ChatGPT,18,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,18,SCS
委員把修法過程像錄影帶般倒帶。,是,0,ChatGPT,19,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,0,ChatGPT,19,VDO
他希望把這個獎與所有中國人分享。,是,1,ChatGPT,19,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,19,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,ChatGPT,19,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,ChatGPT,19,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,19,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,19,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,ChatGPT,19,VDO
學校把書賣給學生。,是,1,ChatGPT,19,VDO
喇嘛要把正確的佛法告訴他們。,是,1,ChatGPT,19,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,19,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,19,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,19,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,1,ChatGPT,19,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,1,ChatGPT,19,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,19,VDO
用意就是要讓業者好好思考要把票投給誰。,是,1,ChatGPT,19,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,ChatGPT,19,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,19,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,19,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,19,SCS
那個女孩把手帕哭得沒有人敢摸。,是,1,ChatGPT,19,SCO
他把我罵三次了。,是,1,ChatGPT,19,VDO
他把我問了很難的問題。,是,0,ChatGPT,19,VIO
土匪把他殺了父親。,是,0,ChatGPT,19,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,19,SCS
他把腿走得很酸。,是,1,ChatGPT,19,SCS
他把手摀在耳朵上。,是,0,ChatGPT,19,VDO
他把臉塗滿了灰。,是,1,ChatGPT,19,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,19,SCS
他把悲傷化成力量。,是,1,ChatGPT,19,SCS
他把橘子剝了皮。,是,1,ChatGPT,19,SCS
他把水燒了半天。,是,1,ChatGPT,19,VDO
我會把書放在桌上。,是,1,ChatGPT,19,VDO
我們得先把這問題想一想。,是,1,ChatGPT,19,VDO
他會把你踢好幾腳。,是,1,ChatGPT,19,VDO
他把菜炒爛了。,是,1,ChatGPT,19,VDO
他把便宜佔盡了。,是,1,ChatGPT,19,VDO
他把酒不停地喝。,是,1,ChatGPT,19,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,19,VDO
他把蘋果吃了。,是,1,ChatGPT,19,VDO
他把你恨透了。,是,1,ChatGPT,19,VDO
他把我哭得心煩。,是,0,ChatGPT,19,SCS
他把這電影看了三遍。,是,1,ChatGPT,19,VDO
我把字典借給老王。,是,1,ChatGPT,19,VDO
他總是把家保持得很乾淨。,是,1,ChatGPT,19,SCS
他已經把行李拿出來了。,是,1,ChatGPT,19,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,19,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,19,SCS
委員把修法過程像錄影帶般倒帶。,是,0,ChatGPT,20,VDO
新聞局應該把自己做的廣告拿出來看一看。,是,1,ChatGPT,20,VDO
他希望把這個獎與所有中國人分享。,是,0,ChatGPT,20,VDO
他把華人民族音樂散佈到更多西方國度中。,是,1,ChatGPT,20,VDO
他希望把這個獎獻給他的太太和兒子。,是,0,ChatGPT,20,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,0,ChatGPT,20,SCS
未來有可能會把這些勞動規約標準統一化。,是,1,ChatGPT,20,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,ChatGPT,20,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,0,ChatGPT,20,VDO
學校把書賣給學生。,是,1,ChatGPT,20,VDO
喇嘛要把正確的佛法告訴他們。,是,0,ChatGPT,20,VDO
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,ChatGPT,20,SCS
清剿行動旨在把叛軍驅離馬其頓。,是,1,ChatGPT,20,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,ChatGPT,20,SCS
清淡的交投並無法把油價推升至二十五美元以上。,是,0,ChatGPT,20,VDO
國際石油組織誓言把油價維持在二十二美元以上。,是,0,ChatGPT,20,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,ChatGPT,20,VDO
用意就是要讓業者好好思考要把票投給誰。,是,0,ChatGPT,20,VDO
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,0,ChatGPT,20,VDO
他把我們哭得都不敢笑了。,是,1,ChatGPT,20,SCS
天氣把狗熱得都不叫了。,是,1,ChatGPT,20,SCS
天氣把我冷得直打顫。,是,1,ChatGPT,20,SCS
那個女孩把手帕哭得沒有人敢摸。,是,0,ChatGPT,20,SCO
